date,date,er,g,z,d,y,pi,c,R,ylag
7788.0,7788.0,0.0008594676836215034,-0.0031292602104481424,0.0019044510892637359,0.016513576476533374,-0.004711105252848916,-0.0016732627318539412,-0.0015818450424007723,0.0014140782117763946,-0.005498760144984069
7789.0,7789.0,-0.001046709260572475,-0.004661619863413616,0.0051535847195876595,0.003314330698432205,-0.004186070139188483,-0.0012474307386143206,0.00047554972422513356,0.0005488988120858195,-0.004711105252848916
7790.0,7790.0,0.005888503038043702,-0.0011658784018628902,-0.002881009902383683,-0.00031926514140237635,-0.008372995715107362,-0.003978882282146189,-0.007207117313244471,0.002873287947249038,-0.004186070139188483
7791.0,7791.0,0.0011982549321494602,0.003439374841998202,-3.769041575406632e-5,-0.003882018814900051,-0.004223330406580238,-0.003310132609004459,-0.007662705248578441,0.0025815634122498916,-0.008372995715107362
7792.0,7792.0,-4.4509688598801e-6,0.0072709409183157134,-0.0034252144211200865,0.012281198108077158,0.0008949427266871524,-0.0012647381736755874,-0.006375998191628562,0.0017349754182095997,-0.004223330406580238
7793.0,7793.0,-0.0005190577006423683,0.005423136588134984,0.006565182760687548,0.005963998923388358,0.001338812074237822,-0.0013530851162406768,-0.004084324513897163,0.0015390925866948504,0.0008949427266871524
7794.0,7794.0,0.0006948671387928985,0.003748724806263616,0.001360036888540096,0.0006943343039520593,-0.0003097009259733674,-0.0013296563281258366,-0.004058425732236983,0.0011781785996358102,0.001338812074237822
7795.0,7795.0,0.001333459348507932,0.0013150181315842628,-0.0019169348927373813,-0.007240691342201813,-0.0022251347052231704,-0.001414607699490502,-0.0035401528368074328,0.0007892619647720317,-0.0003097009259733674
7796.0,7796.0,0.002291662686330566,0.0008726138523517064,0.0009852566259994661,-0.004278242904784421,-0.003661509699661706,-0.0023317239770902953,-0.004534123552013412,0.0016221565898471807,-0.0022251347052231704
7797.0,7797.0,0.0017336925607239042,0.00034501691722536865,0.005084331730970205,-0.003379588573860502,-0.004705597019636656,-0.003086027896515526,-0.005050613936862024,0.0022185712309686456,-0.003661509699661706
7798.0,7798.0,-0.002512989704322053,-0.0008583543726535811,-0.007818904787933945,0.03851323857117941,0.0006070521042067607,0.0015624714262882345,0.0014654064768603418,-0.0004168736880389983,-0.004705597019636656
7799.0,7799.0,-0.0011605079866590753,0.004971733593630026,0.0008766838137457995,-0.006188811546786008,0.003878083208493993,0.0005747538818891158,-0.0010936503851360331,-0.0003821827945734599,0.0006070521042067607
7800.0,7800.0,0.001223399172667935,0.008334805599374167,-0.00078775575954378,-0.013274554700766193,0.0036435414923995497,-0.0004608069259207594,-0.004691264106974619,0.00047766303030528055,0.003878083208493993
7801.0,7801.0,-0.0015640884060230096,0.007771436557211519,0.008819788147781817,-0.02081065702324101,0.004542248715344263,-0.0006406283741851317,-0.0032291878418672557,0.00038974035630734525,0.0036435414923995497
7802.0,7802.0,-0.0006251100207797248,0.011383139610763333,0.010118616386407275,-0.0037022975104567674,0.006046924305838114,-0.0009431301066016685,-0.0053362153049252205,0.0014744198363059041,0.004542248715344263
7803.0,7803.0,-0.0004905989563975476,0.010733893819241287,0.012136447842903233,0.041650301773834525,0.0058917283984915815,-0.0007565284717005552,-0.004842165420749705,0.0026438674867319996,0.006046924305838114
7804.0,7804.0,-0.00048458838784753056,0.007374602493060581,0.008161178352796132,0.07634363447263245,0.004225076522538458,-0.00011139171724643972,-0.003149525970522124,0.00284550909803115,0.0058917283984915815
7805.0,7805.0,-0.0018453976380726476,0.007909952569117425,0.00010140252354058285,0.10359935031125916,0.0068137242932010626,0.0019898508067858573,-0.0010962282759163647,0.001992981917544742,0.004225076522538458
7806.0,7806.0,0.000630386813538028,0.006092143195608214,0.002114032117704861,0.09612985229946254,0.004145069779356414,0.000844582936353269,-0.0019470734162517996,0.0025552494848341233,0.0068137242932010626
7807.0,7807.0,0.0018320957535154117,0.0008488956534249952,0.0028510073017165706,0.10525363960364871,-0.0007907536687739442,-0.00030335250267698446,-0.0016396493221989407,0.003309928075293577,0.004145069779356414
7808.0,7808.0,-0.0006033093379968338,0.0016717452220527498,0.004174232458019926,0.07333150957166831,-0.00037959182598770746,-0.000594731515784286,-0.0020513370480404578,0.002634110016988207,-0.0007907536687739442
7809.0,7809.0,-0.0016342739264445611,0.0035442511390214376,0.0034354184709801945,0.06461193562410567,0.0022613339538331404,0.0003034501666773123,-0.0012829171851882972,0.0018217716469752106,-0.00037959182598770746
7810.0,7810.0,-0.0026048879767506484,0.002601069386496962,-0.0010215280617666494,0.04791366456780301,0.004009761403602138,0.0018604025684324978,0.0014086920171051762,-3.7589043537120505e-5,0.0022613339538331404
7811.0,7811.0,0.003084837825717819,0.004075200565019111,-0.001703883347206132,0.055781527803523065,0.001004006864390919,-0.00020213223533116758,-0.003071193700628192,0.0020265688027781155,0.004009761403602138
7812.0,7812.0,0.0008366377280981848,0.002647573342862494,-0.0019509265701610316,0.055400691610733,0.00014995651032914214,-0.00017790709360492247,-0.0024976168325333524,0.0018156056044984477,0.001004006864390919
7813.0,7813.0,0.0013032510374218864,0.0030502208521804037,-0.0014240531470345033,0.044395097350645785,-0.0004490769909864615,-0.0007404951021223448,-0.0034992978431668646,0.0019741530848404053,0.00014995651032914214
7814.0,7814.0,0.00135878112883868,0.0019343284904760577,-0.002356286530996152,0.04629566308251778,-0.001241311311891789,-0.0007461305302820107,-0.003175639802367846,0.0019330056339916695,-0.0004490769909864615
7815.0,7815.0,0.00032972212908952836,0.0018608725032468593,0.0004355926980642615,0.06216171424736122,-8.826525571102258e-5,-0.0002558173542622209,-0.0019491377589578819,0.002054474807898535,-0.001241311311891789
7816.0,7816.0,-0.0021441582502809663,-0.001318714544852864,-0.0011754274311292661,0.05754871731708977,0.0010273333643472903,0.0014631621745395725,0.0023460479092001544,0.00024853947982853247,-8.826525571102258e-5
7817.0,7817.0,-0.002771351155573529,-0.0015588424928997843,-0.0023178876754810732,0.040899600624094874,0.003140968626487226,0.0026876019034121137,0.004699811119387011,-0.0012150000549512679,0.0010273333643472903
7818.0,7818.0,0.0010217519498257406,0.0005368438135042938,-0.010169366199400827,0.05842028359242259,0.003033825957779638,0.0027236275752516442,0.0024969821442753447,-0.0005481574931536671,0.003140968626487226
7819.0,7819.0,-0.002080763516566321,0.0017250722793875372,-0.015018583780040454,0.0746443566461133,0.00717498914446572,0.005172112901341421,0.0054499168650781835,-0.0019617652386891725,0.003033825957779638
